Row Labels,Number of schools,% schools booked that booked Bikeability,Levels 1 and 2 places attended (2020/21),Level 3 Places Attended (2020/21),Sum of Plus Places Attended (2020),Total Places attended (2020/21),No Delivery due to Covid
TA22,2,,18,0,0,18,
TA23,2,,,,,0,
TA24,9,,,,,0,
TA3,11,,117,0,0,117,
TA4,11,,208,0,0,208,
TA5,7,,30,0,0,30,
TA6,21,,138,0,0,138,
TA7,10,,65,0,0,65,
TA8,4,,12,0,0,12,
TA9,8,,,,,0,
TD15,16,,,,,0,
TF1,15,,96,0,0,96,
TF10,12,,96,0,0,96,
TF11,7,,17,0,0,17,
TF12,3,,27,18,0,45,
TF13,3,,17,0,0,17,
TF2,17,,84,0,0,84,
TF3,10,,72,0,0,72,
TF4,11,,,,,0,
TF5,1,,,,,0,
TF6,5,,36,0,0,36,
TF7,10,,,,,0,
TF8,2,,,,,0,
TF9,14,,44,0,0,44,
TN1,1,,,,,0,
TN10,6,,,,,0,
TN11,13,,65,0,0,65,
TN12,10,,,,,0,
TN13,16,,77,0,0,77,
TN14,10,,40,0,0,40,
TN15,14,,13,0,0,13,
TN16,7,,43,0,0,43,
TN17,12,,53,0,0,53,
TN18,4,,,,,0,
TN2,12,,64,0,0,64,
TN20,4,,21,0,0,21,
TN21,8,,120,0,24,144,
TN22,16,,75,0,0,75,
TN23,15,,377,61,94,532,
TN24,13,,212,0,0,212,
TN25,15,,141,0,0,141,
TN26,4,,46,0,0,46,
TN27,8,,12,0,0,12,
TN28,3,,,,,0,
TN29,4,,11,0,0,11,
TN3,9,,28,0,0,28,
TN30,6,,,,,0,
TN31,8,,44,0,0,44,
TN32,7,,28,0,0,28,
TN33,9,,74,0,0,74,
TN37,6,,42,0,0,42,
TN38,9,,11,0,0,11,
TN4,16,,117,20,0,137,
TN40,7,,30,0,0,30,
TN5,6,,0,0,30,30,
TN6,9,,44,0,0,44,
TN8,6,,22,0,0,22,
TN9,9,,49,11,0,60,
TQ1,14,,101,4,0,105,
TQ10,1,,,,,0,
TQ12,27,,121,0,0,121,
TQ13,14,,39,0,0,39,
TQ2,13,,140,0,0,140,
TQ3,7,,116,8,12,136,
TQ4,5,,28,0,0,28,
TQ5,7,,63,0,0,63,
TQ8,1,,,,,0,
TQ9,18,,92,0,0,92,
TR1,11,,23,0,0,23,
TR10,3,,24,0,0,24,
TR11,10,,98,0,0,98,
TR12,9,,36,0,0,36,
TR13,12,,66,0,0,66,
TR14,14,,71,0,0,71,
TR15,7,,,,,0,
TR16,7,,24,0,0,24,
TR17,1,,,,,0,
TR18,9,,46,0,29,75,
TR19,7,,41,0,0,41,
TR2,9,,63,0,0,63,
TR20,8,,69,0,0,69,
TR21,1,,,,,0,
TR26,4,,20,0,0,20,
TR27,8,,81,0,0,81,
TR3,7,,81,0,0,81,
TR4,11,,24,0,0,24,
TR5,2,,,,,0,
TR6,1,,,,,0,
TR7,6,,121,0,0,121,
TR8,5,,21,0,0,21,
TR9,2,,36,0,0,36,
TS1,5,,,,,0,
TS10,15,,48,0,101,149,
TS11,5,,53,0,0,53,
TS12,10,,,,,0,
TS13,6,,,,,0,
TS14,7,,12,0,0,12,
TS15,8,,45,0,0,45,
TS16,7,,25,0,0,25,
TS17,18,,71,0,0,71,
TS18,8,,,,,0,
TS19,17,,,,,0,
TS2,1,,,,,0,
TS20,9,,,,,0,
TS22,5,,,,,0,
TS23,11,,15,0,0,15,
TS24,11,,,,,0,
TS25,18,,,,,0,
TS26,7,,,,,0,
TS27,7,,6,0,0,6,
TS28,4,,,,,0,
TS29,3,,,,,0,
TS3,19,,,,,0,
TS4,9,,,,,0,
TS5,12,,2,0,2,4,
TS6,15,,89,0,32,121,
TS7,11,,2,0,2,4,
TS8,7,,41,0,0,41,
TS9,8,,,,,0,
TW1,10,,,,,0,
TW10,12,,,,,0,
TW11,7,,,,,0,
TW12,11,,,,,0,
TW13,15,,,,,0,
TW14,8,,,,,0,
TW15,9,,87,0,0,87,
TW16,9,,32,0,0,32,
TW17,6,,,,,0,
TW19,3,,,,,0,
TW2,17,,,,,0,
TW20,10,,30,0,0,30,
TW3,10,,,,,0,
TW4,8,,,,,0,
TW5,10,,,,,0,
TW7,16,,,,,0,
TW8,7,,,,,0,
TW9,10,,,,,0,
UB1,16,,,,,0,
UB10,16,,,,,0,
UB2,14,,,,,0,
UB3,15,,,,,0,
UB4,16,,,,,0,
UB5,12,,,,,0,
UB6,15,,,,,0,
UB7,12,,,,,0,
UB8,15,,,,,0,
UB9,5,,,,,0,
W10,23,,,,,0,
W11,12,,,,,0,
W12,21,,,,,0,
W13,10,,,,,0,
W14,13,,,,,0,
W1B,3,,,,,0,
W1D,1,,,,,0,
W1G,1,,,,,0,
W1H,6,,,,,0,
W1J,1,,,,,0,
W1K,1,,,,,0,
W1U,3,,,,,0,
W1W,1,,,,,0,
W2,15,,,,,0,
W3,21,,,,,0,
W4,14,,,,,0,
W5,17,,,,,0,
W6,24,,,,,0,
W7,11,,,,,0,
W8,7,,,,,0,
W9,12,,,,,0,
WA1,11,,120,0,26,146,
WA10,13,,19,0,0,19,
WA11,14,,,,,0,
WA12,10,,18,19,0,37,
WA13,6,,81,0,27,108,
WA14,16,,50,0,0,50,
WA15,18,,18,0,0,18,
WA16,12,,118,0,60,178,
WA2,17,,64,0,0,64,
WA3,23,,77,0,0,77,
WA4,24,,96,12,0,108,
WA5,23,,141,0,0,141,
WA6,12,,56,0,0,56,
WA7,40,,172,0,0,172,
WA8,30,,177,0,0,177,
WA9,21,,33,0,0,33,
WC1A,1,,,,,0,
WC1B,1,,,,,0,
WC1H,1,,,,,0,
WC1N,3,,,,,0,
WC2B,2,,,,,0,
WC2E,1,,,,,0,
WD18,12,,66,0,0,66,
WD19,9,,,,,0,
WD23,20,,36,0,0,36,
WD24,7,,67,0,0,67,
WD25,17,,22,0,0,22,
WD3,25,,123,0,0,123,
WD4,4,,27,0,0,27,
WD6,17,,,,,0,
WD7,9,,32,0,0,32,
WF1,19,,125,0,0,125,
WF10,18,,47,0,0,47,
WF11,8,,,,,0,
WF12,18,,97,0,40,137,
WF13,15,,42,0,21,63,
WF14,8,,136,0,0,136,
WF15,9,,102,0,89,191,
WF16,5,,28,0,67,95,
WF17,27,,200,0,141,341,
WF2,21,,77,0,0,77,
WF3,13,,255,0,6,261,
WF4,24,,183,0,45,228,
WF5,12,,28,0,0,28,
WF6,10,,30,0,0,30,
WF7,13,,102,0,0,102,
WF8,17,,,,,0,
WF9,18,,28,0,0,28,
WN1,9,,20,0,0,20,
WN2,27,,22,0,0,22,
WN3,12,,40,0,0,40,
WN4,14,,10,0,0,10,
WN5,16,,,,,0,
WN6,16,,70,0,0,70,
WN7,19,,26,0,0,26,
WN8,31,,121,0,0,121,
WR10,13,,27,0,0,27,
WR11,23,,66,0,0,66,
WR12,4,,27,0,0,27,
WR14,15,,53,0,0,53,
WR15,4,,18,0,0,18,
WR2,13,,120,0,0,120,
WR3,9,,98,0,0,98,
WR5,15,,53,0,0,53,
WR6,11,,26,0,0,26,
WR8,5,,63,0,0,63,
WR9,14,,25,0,0,25,
WS1,16,,,,,0,
WS10,22,,49,0,30,79,
WS11,18,,421,24,63,508,
WS12,14,,584,24,24,632,
WS13,16,,501,60,43,604,
WS14,8,,86,0,0,86,
WS15,19,,204,24,24,252,
WS2,19,,,,,0,
WS3,25,,12,0,30,42,
WS4,9,,20,0,0,20,
WS5,7,,,,,0,
WS6,7,,,,,0,
WS7,11,,264,0,0,264,
WS8,9,,,,,0,
WS9,12,,86,0,0,86,
WV1,7,,,,,0,
WV10,23,,,,,0,
WV11,16,,,,,0,
WV12,11,,,,,0,
WV13,5,,,,,0,
WV15,3,,,,,0,
WV16,9,,27,0,0,27,
WV2,5,,,,,0,
WV3,13,,,,,0,
WV4,20,,,,,0,
WV5,8,,57,0,0,57,
WV6,22,,120,60,60,240,
WV7,3,,,,,0,
WV8,9,,80,18,18,116,
WV9,2,,,,,0,
YO10,11,,49,0,0,49,
YO12,13,,85,14,0,99,
YO13,7,,,,,0,
YO15,4,,,,,0,
YO17,15,,10,0,0,10,
YO18,6,,58,0,0,58,
YO19,7,,,,,0,
YO22,7,,,,,0,
YO23,10,,142,56,0,198,
YO26,14,,76,0,0,76,
YO30,10,,71,7,0,78,
YO31,9,,33,16,0,49,
YO32,9,,42,0,36,78,
YO41,7,,,,,0,
YO42,9,,9,0,0,9,
YO51,5,,27,0,0,27,
YO60,5,,,,,0,
YO61,10,,70,0,0,70,
YO7,17,,14,0,0,14,
YO8,25,,48,0,0,48,
